no,cnName,enName,baituTier,enTier,chenTier,effect,baituDesc,enDesc,chenDesc
A077,砖头背篓,Hod,T2,,,"When you play this card, you immediately get 1 clay. Each time any player (including you) uses the ""Pig Market"" accumulation space, you immediately get 2 clay.",,,
A079,农用锄头,Garden Hoe,T3,,,"Each time you take an unconditional ""Sow"" action planting vegetables in at least 1 field, you get 1 clay and 1 stone.",,,
A081,临时仓库,Interim Storage,T3,,,"Each time you use a clay/reed/stone accumulation space, place 1 wood/clay/reed on this card. At the start of rounds 7, 11, and 14, move all the goods on this card to your supply.",,,
A082,工作证,Work Certificate,T0,,,"Each time after you use an action space, you can take 1 building resource from a building resource accumulation space with at least 4 building resources on it.",,,
A084,青贮饲料,Silage,T3,,F,"In each returning home phase after which there is no harvest, you can pay exactly 1 grain—even from a field-to breed exactly one type of animal.",,,这张卡一个麦子换一个动物根本赚，一个麦子比正常来讲比一个动物大，所以这张卡也不是太需要考虑的卡
A085,女管家,Homekeeper,T1,,,Exactly one clay or stone room in your house can hold an additional person if the room is adjacent to both a field and a pasture.,"效果：如果你住在砖屋或石屋，且你的一个房间与田和圈地相邻，那么你多一个居住空间
强度：顶级扩卡，早翻+早围+手扣1田就相当于扩了，2屋流神卡。横向对比常规扩屋，省下了5w+2r+1c+1s，只少了3 分，相当于省下了8+分数。
难度：3/5
用法：如果没有神父、翻修公司、尊贵之人等2砖屋专属卡，推荐还是先扩一间木头再翻修打女管家，提高自己的人口上限。如果有上述2砖屋卡，可以直接在第一二回合的2动犁田堵死房屋，第一季专心早翻+在房屋右侧早围。如果扩一间木头的话，推荐在第二列第三行扩屋，在第二列第二行犁田，然后照常右侧早围。然后中期扣羊、猪搭配：顶级配合尊贵之人，2屋+早围",,
A089,马厩规划师,Stable Planner,T2,,,"Add 3, 6, and 9 to the current round. You can place 1 stable on each corresponding round space. A the start of these rounds (not earlier), you can build the stable at no cost.","效果：往之后的3,6,9回合各摆1个马厩，回合开始建造它
强度：3 马厩卡，保底3 分上限，或者可以说6w上限。并且有饲养空间和繁殖空间的额外收益。请注意，这并不是说明它严格比养猪大户强，因为他要前五回合打出，这造成了额外成本。
难度：2/5
用法：前五回合没有过多前期卡可以充当前期卡打出，不影响扩生时打就好搭配：马厩流卡牌",,
A091,轮耕农,Shifting Cultivator,T3,,,"Each time you use a wood accumulation space, you can also play 3 food to plow 1 field.","效果：每当你使用木头积累行动格时，可以花3f 犁1田
强度：大部分情况下略弱于森林犁，但是3f换1田本身赚0.5 分左右，触发四五次还是可以回本2-3 分的，不错的。如果有强力食物手段，这张卡的收益最大可以达到6 田2+2+1.5+1.5+1.5+0.5分，也就是9 分。
难度：2/5
用法：中期食物不紧缺又需要播种时就可以开始犁田了，尤其是四五季一定要多犁，第六季食物富裕可以补犁。搭配：炉火手推车，炉火陶瓷，蒸汽机手推车，蒸汽机陶瓷，湖心小筑，飞斧，采菇，篮子，木护，翻修费，森林巨石等踩木头的食物手段。或者是强力食物手段比如男仆。马厩清洁工等利用第六季木头的手段。",,
A093,木床制造工,Bed Maker,T2,,,"Each time you add rooms to your house, you can also pay 1 wood and 1 grain to immediately get a ""Family Growth with Room Only"" action.",,,
A094,偷懒播种工,Lazy Sowman,T2,,,"Each time you decline an unconditional ""Sow"" action on your turn, you can immediately place another person on an action space of your choice (even if it is occupied).","效果：每当你在你的轮次放弃一个无限制的播种，你可以立即放置你的另一个家庭成员到任意格子（包括已被占据的非聚会场所格子）
强度：这张卡没有配合的话，朴素上是一张不卡田的卡，并且赠送一定农业价值，算是略弱于无配合的耕帮。
难度：3/5
用法：最朴素的用法有前期播烤生娃，R12播烤超生，R13 犁播超生，R14 犁播*n 次。如果犁播被占了，还可以播烤跳犁播。注意第三四季要真实地播一次，第六季再播，发挥农业优势。搭配：赠送无条件的播种的卡如年幼农夫，强化或容易触发播烤的卡如新手学徒、吟游诗人，强化或容易触发犁播的卡如轮式犁、同桌。搭配种子卡一定可以第六季种下去，因此可以走农业卡。不搭：注意，不在自己轮次播种的卡如播种大师无法搭配偷懒播种工，农孩、二婚配偶这些本来就可以踩已被占据格子的卡也和偷懒播种功能重叠。田卡也功能重叠。",,
A095,钓鱼人,Angler,T3,,,"Each time after you use the ""Fishing"" Accumulation space while there are at most 2 food on that space, you get a ""Major or Minor Improvement"" action.","效果：如果你踩钓鱼行动格并拿到不超过2f，你获得一次“打主发或次发”行动
强度：没配合一般不考虑这张卡，有钓鱼配合的话有T2以上的强度。第一、二季的次发（尤其是R2-4的次发）用优雅的方式而不是抢先打出是很好的。
难度：3/5
用法：一般前两回合打出，R2和R4 末动要踩一次钓鱼，后续的钓鱼不用每次偶数回合踩，但是早踩打出关键次发是有利的。中后期有石头手段了去钓鱼偷主发。搭配：配合主发行动的卡如瓦匠，小商贩，钓鱼套卡牌，注意流网渔船虽然不搭：被敌方的渔网完克
变体：钓鱼人啤酒池，R1职业，R2职业钓鱼打啤酒",,
A096,任务型工匠,Task Artisan,T1,,,"When you play this card and each time a stone accumulation space appears on a round space in the preparation phase, you get 1 wood and a ""Minor Improvement"" action.","效果：打出此卡和每次石头行动格翻开时，你获得1w和一个次要发展卡行动
强度：T1中的顶级卡，给了你两张前期次要发展卡的机会，两个前期w，和一个中后期的次要发展机会和中后期w。前期每张次要发展机会都大概价值2-3 分，也就是前两季可以兑现8收益，第四季再拿到1收益，总共轻易9 收益的卡。
难度：3/5
用法：要估算石头翻开的时间和你要打的卡，以及做出抢先、生娃的规划、多拿两张前期次发，少拿一张前期职业，不要冲突，最好用任务工打出关键卡，达到收益最大化。大部分情况下在第一季打出，偶尔可以在R5 或第三季打出。搭配：蓝图、手工艺推广等强化次发的卡，污水坑、餐具室等前期卡，提煤筐、心形石等依赖石头翻出后顺便打出的卡
变体：任务工心形石，第一季专心攒房本+任务工，R5 翻石就打心形石，R5 翻生就生。任务工书柜，打出时立即获得1菜。任务工鸟巢，善用石头的时间打出鸟巢。EthanHuang: 补充，如果一号位任务工书柜，可以3w开而不是免费职业开，因为宁丢1饭，不丢1菜",,
A097,新手学徒,Freshman,T0,,,"Each time you get a ""Bake Bread"" action, instead of taking the action, you can play an occupation without paying an occupation cost.","效果：每当你获得烤面包行动时（你不需要有烤面包的工具或材料），你可以放弃这个烤面包行动，改为免费打出一个职业。每个轮次，每个丰收节段限一次。
强度：这张卡是用来赌配合的，主要是赌面包套组件，比如说烘焙，面包铲，吟游诗人等。一旦有这种面包套组件，两张卡的效果就超过乞丐学徒3 分+更早打出职业，这张卡就有了强",,
A099,牧场帮手,Fellow Grazer,T2,,,"During scoring, you get 2 bonus points of reach pasture you have covering at least 3 farmyard spaces.","效果：你的每个不小于3 格的圈地计2分
强度：条件不苛刻的晚期打的超短反馈4 分上限卡，很优秀
难度：2/5
用法：基本上两种用法，14 木围8 面积两个 4格，或者13 木围6 面积两个3 格。牧场帮手对于8 面积的加强尤为厉害，因为6 面积的围法其实亏了1w，是亏了接近1分的，因此如果你田和房子比较多，可以降低牧场帮手的抓位。搭配：8 围2田流等，如牧羊杖",,
